Created_at,Id,Full_text,Location,User_description,Date
Thu Jun 27 05:45:25 +0000 2019,1144119522502332417,RT @BruceColley1: Read the @AmrInsights blog on the 'Participating in the UK Global Expert Mission‘ exploring the collaboration &amp; #innovati…,nr Manchester,"Interim CEO at @KTNUK, @KTNUK_Health, @KTNUK_Biosciences",2019-06-27
Thu Jun 27 05:45:00 +0000 2019,1144119418118705152,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Delaware, USA","76 year old lesbian, liberal. fighter for Social Justice, Resister of all  evil as personified by the corruption of Donald Trump and the Republican Party.",2019-06-27
Thu Jun 27 05:44:10 +0000 2019,1144119205781897217,#OneHealth approach to studying #AMR in farming community presented by @NaomiBullVet in #CE4AMR19 #Nepal @CE4AMR @HERDIntl #CommunityEngagement https://t.co/rOMryAjCSh,Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-27
Thu Jun 27 05:43:29 +0000 2019,1144119034318708737,RT @Julieru13: Scientists are seeking a “mixture of different phages to improve protection against the Salmonella strains affecting poultry…,"Berkeley, CA","Graduate student and BioEngineer looking to read, write, and understand nature’s coding language.",2019-06-27
Thu Jun 27 05:42:45 +0000 2019,1144118851933806592,RT @ACSLM1: Great work from this #medicalscience team on #AMR. Congratulations to @DeverKate and @debbiecor15. Next stop European awards. h…,,"Feminist Grandmother Mother Medical Scientist Microbiologist
all views my own, don't blame anyone else",2019-06-27
Thu Jun 27 05:41:06 +0000 2019,1144118435342798848,Pathogens in Uncomplicated UTI Commonly Resistant to Empiric Treatment - Infectious Disease Advisor https://t.co/VO8gOEUBix #AMR #esbl https://t.co/9BGXMExyY7,,,2019-06-27
Thu Jun 27 05:40:05 +0000 2019,1144118178865221632,Occurrence and ecological determinants of the contamination of floodplain wetlands with Klebsiella pneumoniae and pathogenic or antibiotic-resistant Escherichia coli. https://t.co/ddk1dZ6oDT #foodchain #AMR #foodsafety,,,2019-06-27
Thu Jun 27 05:40:04 +0000 2019,1144118177539825665,The Emergence of Chromosomally Located bla CTX-M-55 in Salmonella From Foodborne Animals in China. https://t.co/p6Y1N2lUu3 #foodchain #AMR #foodsafety,,,2019-06-27
Thu Jun 27 05:31:20 +0000 2019,1144115976960651265,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Michigan, USA","I woke up , Democracy need's a voice, I care about kids, Mom Grandma and retired RN with SLE #Resign #ItsOurHouse #Resist #Impeach  FBR",2019-06-27
Thu Jun 27 05:27:19 +0000 2019,1144114965638348800,"RT @mitchellreports: Fmr. US Attorney, Barbara McQuade: Defamation case allowed to proceed..., which means that #POTUS could be sitting for…",True Blue SFBay California,"There is only one race - the human race. Peace, Hope & Love. United the Resistance Stands.",2019-06-27
Thu Jun 27 05:26:06 +0000 2019,1144114663229022208,RT @SarahHyder: We kickoff 2nd day of #CE4AMR19 in beautiul #Nagarkot over the course of the day we will discuss the use of #CommunityEngag…,"Everywhere, Planet Earth","Lecturer in #WASH, @LeedsUniEng | Co-Founder, @FSM_Fail | Editor-in-Chief, @Journal_Hum_Eng @EWB_Australia | #MenstruationMatters #Participation",2019-06-27
Thu Jun 27 05:25:05 +0000 2019,1144114406676140032,"Promoting the World Microbiome Day today 27th of June, with the theme #AntimicrobialResistance #amr #OneHealth @WMicrobiomeDay https://t.co/a8mS537SiL","Helsinki, Suomi",Science of the interaction between animal and human health and welfare in the rapidly changing environment @helsinkiuni #helsinkionehealth,2019-06-27
Thu Jun 27 05:24:22 +0000 2019,1144114223519113217,"RT @mitchellreports: Fmr. US Attorney, Barbara McQuade: Defamation case allowed to proceed..., which means that #POTUS could be sitting for…",,,2019-06-27
Thu Jun 27 05:23:06 +0000 2019,1144113904437645312,"RT @FAO: Healthy animals, just like healthy people, do not need antimicrobials. 

Changes in agricultural practices are key to reducing the…",Dynamic Applications,"The 21st century Truck Driver sells his house, buys his old Truck, and drives on. Our top voted Dynamic Application of the year 2017. Freeware by @dynamicons.",2019-06-27
Thu Jun 27 05:23:05 +0000 2019,1144113901480624128,"RT @mitchellreports: Fmr. US Attorney, Barbara McQuade: Defamation case allowed to proceed..., which means that #POTUS could be sitting for…","Shoreham, MI",,2019-06-27
Thu Jun 27 05:19:59 +0000 2019,1144113122782744576,We kickoff 2nd day of #CE4AMR19 in beautiul #Nagarkot over the course of the day we will discuss the use of #CommunityEngagement practices to address the drivers of #AMR worldwide. We begin by reflecting on values &amp; principles of #CommunityEngagement @SaSuperbugs up next! 😥🥳 https://t.co/fRYdpSYJPY,"New Delhi, India","| Enabling #Science #Engagement & #Communication @India_Alliance | Lover of Music, Cinema & #SciArt I https://t.co/9gqtbbDRWR I Tweets are personal",2019-06-27
Thu Jun 27 05:16:11 +0000 2019,1144112165877456897,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Northern California, USA","When we use our votes, we use our voices. Never back down. Never cooperate with injustice. VOTE EVERY TIME.",2019-06-27
Thu Jun 27 05:09:01 +0000 2019,1144110360619704320,RT @Solace_Research: Dr Rebecca King and Dr Jessica Mitchell from @Changing_Story_ replying to @stuarttaberner1 question about #CommunityEn…,University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-27
Thu Jun 27 05:08:46 +0000 2019,1144110299093405697,"RT @Dani_Barrington: Language around ""community engagement"" and ""antimicrobial/biotic resistance"" is important - many people are working on…",University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-27
Thu Jun 27 05:08:40 +0000 2019,1144110275391455232,RT @NaomiBullVet: .@JessMitch15 tells us that there is little in the published literature about #CommunityEngagement for #AMR. It's a niche…,University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-27
Thu Jun 27 05:04:06 +0000 2019,1144109124856078336,RT @Nic58334716: Great to hear from @JessMitch15 about #CommunityEngagement in the fight against #AMR at #CE4AMR19 Lots of food for thought…,"Everywhere, Planet Earth","Lecturer in #WASH, @LeedsUniEng | Co-Founder, @FSM_Fail | Editor-in-Chief, @Journal_Hum_Eng @EWB_Australia | #MenstruationMatters #Participation",2019-06-27
Thu Jun 27 05:02:05 +0000 2019,1144108615462264832,RT @Nic58334716: Great to hear from @JessMitch15 about #CommunityEngagement in the fight against #AMR at #CE4AMR19 Lots of food for thought…,,"A network for researchers and practitioners using community engagement, to address antimicrobial resistance in LMICs. Funding: GCRF, AHRC, University of Leeds.",2019-06-27
Thu Jun 27 05:00:23 +0000 2019,1144108187676635136,"Its happy hour at AMR AGAIN!
Come meet us, avail the offers and spread the joy! 

#restaurant  #HappyHour  #Weekend #offer  #like4like #followme #AMR #Salem @HOTEL AMR Evvergreen https://t.co/V6pdUjVoNY","Salem, IN",Hotel AMR Evergreen is large and luxuriously modern Rooms with A/c and all facilities to Suit the classy business traveler. The hotel offers 48 rooms with WiFi.,2019-06-27
Thu Jun 27 04:56:29 +0000 2019,1144107209489551365,"RT @JPIAMR: Now published
New JPIAMR Roadmap of Actions 2019-2024

The guide for future joint transnational actions of the #JPIAMR and a re…",Denmark,Collaborative Management Platform for Detection and Analyses of (Re-) Emerging and Foodborne Outbreaks in Europe,2019-06-27
Thu Jun 27 04:56:22 +0000 2019,1144107179919708160,RT @OneHealthEJP: Tomorrow is #WorldMicrobiomeDay! This year's theme is #AntimicrobialResistance. The diversity of the #microbiome needs mo…,Denmark,Collaborative Management Platform for Detection and Analyses of (Re-) Emerging and Foodborne Outbreaks in Europe,2019-06-27
Thu Jun 27 04:56:04 +0000 2019,1144107103096885249,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","New Jersey, USA",Nobio,2019-06-27
Thu Jun 27 04:53:47 +0000 2019,1144106529517232128,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",,,2019-06-27
Thu Jun 27 04:51:52 +0000 2019,1144106045838696448,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",,"Retired Clinical Social Worker, proud adopter of a mustang, wild burro, donkey and horse rescues. #Resist #LGBTQ #ImpeachTrump #BLM Advocate for the homeless 🌊",2019-06-27
Thu Jun 27 04:47:56 +0000 2019,1144105055915614208,Busy times at the @G20Japan media center: #globalhealth themes in Osaka: #UHC #healthyageing #healthsecurity. Working with the excellent @c20_2019 team! Here are our #C20 positions: https://t.co/alrI4FdmY0 #ger4globalhealth #healthforall #AMR #uhc4me https://t.co/LyOhoPtl9q,"Berlin, Germany","Manager Health & Advocacy, World Vision Germany. Views are mostly WV's, but we overlap. International health, HIV & AIDS, maternal & child health, gender.",2019-06-27
Thu Jun 27 04:39:07 +0000 2019,1144102835971227648,"Great to hear from @JessMitch15 about #CommunityEngagement in the fight against #AMR at #CE4AMR19 Lots of food for thought on the challenges and opportunities in language, reporting and sharing literature @CE4AMR @NCIHD_Leeds @HERDIntl @GCRF @Changing_Story_ https://t.co/2Mi9xq9BpZ",,"Public health PhD student, studying at University of Leeds.",2019-06-27
Thu Jun 27 04:38:18 +0000 2019,1144102632065081345,".@JessMitch15 tells us that there is little in the published literature about #CommunityEngagement for #AMR. It's a niche field dominated by human health and WASH, but lots of scope to develop shared resources to support #OneHealth approaches #CE4AMR19 @CE4AMR  @HERDIntl https://t.co/KUYGn7CsL4","London, England",Vet & #OneHealth researcher. Research Fellow studying #AntiMicrobialResistance at @RoyalVetCollege and @LIDC_UK London International Development Centre.,2019-06-27
Thu Jun 27 04:38:15 +0000 2019,1144102621277503488,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",,"Senior Care Expert & Elder Care Advocate, Assisted Living Administrator & Nursing Director. Passion for seniors. Highest standards of care for best outcomes.",2019-06-27
Thu Jun 27 04:38:07 +0000 2019,1144102583914471424,"Language around ""community engagement"" and ""antimicrobial/biotic resistance"" is important - many people are working on #AMR without realising it, and others don't understand various mechanisms; communication is important. #CE4AMR19 https://t.co/8m2ZAwnOZ4","Everywhere, Planet Earth","Lecturer in #WASH, @LeedsUniEng | Co-Founder, @FSM_Fail | Editor-in-Chief, @Journal_Hum_Eng @EWB_Australia | #MenstruationMatters #Participation",2019-06-27
Thu Jun 27 04:38:05 +0000 2019,1144102578059243521,MA Health Officials Express Concern Over New Fungal Superbug In Healthcare Facilities https://t.co/xSrLgeMtvs #AMR https://t.co/iyXB5TMVDj,,,2019-06-27
Thu Jun 27 04:38:04 +0000 2019,1144102571344375808,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",,,2019-06-27
Thu Jun 27 04:37:44 +0000 2019,1144102487739080704,"RT @nus_sling: Our new paper mapping #AMR hotspots in aquaculture systems with Lucy Brunton, Javier Guitián &amp; @DesDoesScience https://t.co/…",Singapore,An anthropologist turned Public Health doctor based in South East Asia for the last decade. Planetary & Social Medicine in a Digitial Age 🇿🇼 | 🇿🇦 |🌍|,2019-06-27
Thu Jun 27 04:36:45 +0000 2019,1144102241814626309,RT @Solace_Research: Dr Rebecca King and Dr Jessica Mitchell from @Changing_Story_ replying to @stuarttaberner1 question about #CommunityEn…,,"A network for researchers and practitioners using community engagement, to address antimicrobial resistance in LMICs. Funding: GCRF, AHRC, University of Leeds.",2019-06-27
Thu Jun 27 04:36:29 +0000 2019,1144102174474903552,RT @Solace_Research: Dr Rebecca King and Dr Jessica Mitchell from @Changing_Story_ replying to @stuarttaberner1 question about #CommunityEn…,Worldwide,"@ahrcpress GCRF project exploring the building of inclusive civil societies with, and for, young people in post-conflict countries. Follows/RTs ≠ endorsements.",2019-06-27
Thu Jun 27 04:32:34 +0000 2019,1144101190797426688,RT @Solace_Research: Dr Rebecca King and Dr Jessica Mitchell from @Changing_Story_ replying to @stuarttaberner1 question about #CommunityEn…,Stoke | Nicosia | Kortrijk,"Senior Lecturer @KeeleUniversity ethnographer working @KeeleMedSchool and @PCSciences #refugees #migration #globalhealth SFHEA, PI @Solace_Research #WeAreSolace",2019-06-27
Thu Jun 27 04:32:23 +0000 2019,1144101144576372736,"RT @WHOEMRO: #AMR, NCDs legal framework, Hepatitis C, role of law in protecting health and many other issues are on the agenda of the 2nd d…",Tunis,Représentant OMS en Tunisie / WHO Representative in TUNISIA,2019-06-27
Thu Jun 27 04:32:05 +0000 2019,1144101069087100929,Dr Rebecca King and Dr Jessica Mitchell from @Changing_Story_ replying to @stuarttaberner1 question about #CommunityEngagement around #AMR at the #CE4AMR19 @GCRF @ahrcpress workshop in #Nepal: 'Lots of things to prevent #AMR are embedded in good health practice' #Workingtogether https://t.co/GiRsiDvK2v,UK and The Philippines,Funded by @ahrcpress and @The_MRC Led by @LDikomitis @KeeleUniversity @ateneodemanilau #GCRF #ethnography #globalhealth #primarycare #meded #WeAreSolace,2019-06-27
Thu Jun 27 04:31:23 +0000 2019,1144100891915513858,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Vancouver, WA",,2019-06-27
Thu Jun 27 04:27:21 +0000 2019,1144099876759887872,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",,"But you say it in a Tweet, that's a cop-out",2019-06-27
Thu Jun 27 04:24:18 +0000 2019,1144099106593263616,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Berkeley, California",I am an archaeologist and professor of anthropology at UC Berkeley. I also blog about anthropology at What Makes Us Human on Psychology Today.,2019-06-27
Thu Jun 27 04:23:24 +0000 2019,1144098884144095232,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",,Austrenglamerican,2019-06-27
Thu Jun 27 04:22:40 +0000 2019,1144098697384529920,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Charlottesville, VA",Charitable org leader. UVA Wahoo. Food & wine lover. Musician. Democrat. LGBTQ rights. Education policy. Views expressed are my own. RT≠endorsement.,2019-06-27
Thu Jun 27 04:22:17 +0000 2019,1144098599757733888,RT @smadixit: Honoured to have presentrd situation analysis of #AMR in #nepal at event organized by @HERDIntl and @sushilbaral today. https…,amrita.lamsal87@gmail.com,"I believe in “We need to remember that we can disagree gracefully and respectfully."" RTs & ‘Likes’ are just ‘Interesting’; not ENDORSEMENT",2019-06-27
Thu Jun 27 04:21:57 +0000 2019,1144098517469794304,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Florida, USA","Making Connections–Making a Difference. Listening - Learning - Living. Dog Person, now Cat Person too! The greatest achievements are those which benefit others.",2019-06-27
Thu Jun 27 04:21:33 +0000 2019,1144098418383564802,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Massachusetts, USA",,2019-06-27
Thu Jun 27 04:21:13 +0000 2019,1144098331154534401,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","California, USA",Home of Progressive Politics,2019-06-27
Thu Jun 27 04:19:56 +0000 2019,1144098011280269312,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Greensboro, NC",,2019-06-27
Thu Jun 27 04:19:08 +0000 2019,1144097808389214214,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",,This twitter bot is part of a dissertation project about online communities and predictive algorithms.,2019-06-27
Thu Jun 27 04:18:08 +0000 2019,1144097558295392257,"RT @mark_blaskovich: And another one... @IMBatUQ @UQ_News @COADD_news #AMR #antibiotic 
Cannabidiol shows promise against superbug infectio…",Europe,Welcome to the official page of the Biotechs of Europe innovating in Anti-Microbial Resistance,2019-06-27
Thu Jun 27 04:18:01 +0000 2019,1144097528943644673,"RT @mark_blaskovich: More of many...
CBD as a Superbug Antibiotic? https://t.co/QzdX2jDg0r
 from @WebMD
@IMBatUQ @UQ_News @COADD_news #AMR…",Europe,Welcome to the official page of the Biotechs of Europe innovating in Anti-Microbial Resistance,2019-06-27
Thu Jun 27 04:16:24 +0000 2019,1144097119562817537,RT @FSM_Fail: Good #WASH is important to the fight against #AMR. @FSM_Fail Co-Founder @Dani_Barrington is at #CE4AMR19 this week talking ab…,,"A network for researchers and practitioners using community engagement, to address antimicrobial resistance in LMICs. Funding: GCRF, AHRC, University of Leeds.",2019-06-27
Thu Jun 27 04:15:56 +0000 2019,1144097001740521473,RT @CE4AMR: #CE4AMR19 day 2! Hearing how researchers engage with local #communities to tackle #AMR across the world. @GCRF @ahrcpress @Chan…,,"Public health PhD student, studying at University of Leeds.",2019-06-27
Thu Jun 27 04:15:35 +0000 2019,1144096914293456897,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Florida, USA","America, the moral torchbearer and defender of human rights, of fairness and justice, of what is good and decent in the World, reduce to Potus45",2019-06-27
Thu Jun 27 04:15:17 +0000 2019,1144096841539043328,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Washington, D.C.",Latino Political Avenue - News and Information Impacting the Latino/Hispanic/Chicano/Latinx Community.,2019-06-27
Thu Jun 27 04:15:15 +0000 2019,1144096832110252032,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…","Hawaiian Paradise Park, HI","American,Woman,Mother,Native American,Jewish,Disabled,Rape Survivor,3rd Generation growing up near Mexican Border,Bewildered how to explain Trump to my daughter",2019-06-27
Thu Jun 27 04:14:01 +0000 2019,1144096522809860097,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",CT,"CCSU '12(political science) *Burgh Verified* Red Sox/Steelers/Everton originally from Pittsburgh.

laugh hard, run fast, be kind",2019-06-27
Thu Jun 27 04:13:42 +0000 2019,1144096442048552962,"RT @mitchellreports: Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s…",Illinois,,2019-06-27
Thu Jun 27 04:13:04 +0000 2019,1144096281209528327,"Asked about ⁦@BernieSanders⁩ telling people to tune in Thursday for the real progressive agenda, ⁦@ewarren⁩ says she’s been doing this all her life and it’s her vision for the future. More tomorrow #AMR #demdebate https://t.co/2LjNoGizWJ","Washington, DC","NBC News Chief Foreign Affairs Correspondent/anchor, Andrea Mitchell Reports, weekdays at 12pm ET on @MSNBC.",2019-06-27
Thu Jun 27 04:03:22 +0000 2019,1144093839382085632,"RT @NaomiBullVet: ""Bacteria are important, antibiotics are important, but people are really really important"" Dr Rebecca King emphasises th…",University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-27
Thu Jun 27 04:03:09 +0000 2019,1144093785955041280,"July 4th! CCAMP #webinar on @CARB_X #AMR #AntibioticResistance funding opportunities for #AMR innovations! 
#CARBX funding round #2 for #vaccines #biotherapeutics in #AMR on from July 8-15 https://t.co/tpZw27Sdku Apply NOW! @DBTIndia @IndiaDST @CSIR_IND https://t.co/Co44aAQn3W",Bangalore,"Innovation and Sports Enthusiast, Early Translation Innovator, Neuroscientist, Startup Mentor, CEO & Director @CCAMP_Bangalore, Tweeting in personal capacity.",2019-06-27
Thu Jun 27 04:00:15 +0000 2019,1144093055542333441,#CE4AMR19 hears from @rebeccaking and @JessMitch15 on #AMR and #CommunityEngagement.  @GCRF @ahrcpress @Changing_Story_ @HERDIntl @NCIHD_Leeds @leedscwcdc,,"A network for researchers and practitioners using community engagement, to address antimicrobial resistance in LMICs. Funding: GCRF, AHRC, University of Leeds.",2019-06-27
Thu Jun 27 04:00:02 +0000 2019,1144093001519644672,"“This paper shows that contamination of urban environments with antimicrobial resistance is a serious issue,"" says @ericfevre of @ILRI, @LivUni. Learn more bout the study here: https://t.co/40KuJmiGeh #AMR #health #disease @TheLancetPlanet @IGHLiverpool @A4NH_CGIAR https://t.co/COD7PfiqTZ","Montpellier, France","CGIAR is the largest global agricultural innovation network. World-class science for #SDGs and a world free of poverty, hunger and environmental degradation.",2019-06-27
Thu Jun 27 03:59:18 +0000 2019,1144092817163079681,"""Bacteria are important, antibiotics are important, but people are really really important"" Dr Rebecca King emphasises the critical importance of #CommunityEngagement for fighting #AMR globally. @Changing_Story_ @CE4AMR @HERDIntl #CE4AMR19 https://t.co/YdDAyb4XEO","London, England",Vet & #OneHealth researcher. Research Fellow studying #AntiMicrobialResistance at @RoyalVetCollege and @LIDC_UK London International Development Centre.,2019-06-27
Thu Jun 27 03:58:03 +0000 2019,1144092503903092736,RT @Dani_Barrington: Dr Rebecca King of @UniversityLeeds kicks us off with an overview of how community engagement is key to addressing #AM…,University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-27
Thu Jun 27 03:57:48 +0000 2019,1144092441152147456,RT @FSM_Fail: Good #WASH is important to the fight against #AMR. @FSM_Fail Co-Founder @Dani_Barrington is at #CE4AMR19 this week talking ab…,University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-27
Thu Jun 27 03:55:08 +0000 2019,1144091766573789184,Dr Rebecca King of @UniversityLeeds kicks us off with an overview of how community engagement is key to addressing #AMR - even though it's not mentioned in official guidance. #CE4AMR19 https://t.co/UG81KOsn9N,"Everywhere, Planet Earth","Lecturer in #WASH, @LeedsUniEng | Co-Founder, @FSM_Fail | Editor-in-Chief, @Journal_Hum_Eng @EWB_Australia | #MenstruationMatters #Participation",2019-06-27
Thu Jun 27 03:46:15 +0000 2019,1144089533274738689,"July 4th! CCAMP #webinar on @CARB_X funding opportunities for #AMR innovations! 3-4pm IST 
Register https://t.co/cAtFD7xdkk or write to amrfunding[at]ccamp .res. in
#CARBX funding round #2 for #vaccines #biotherapeutics in #AMR on from July 8-15 https://t.co/viCzuHoWHD Apply NOW! https://t.co/B00LH6075F","Bengaluru, Karnataka",A Dept of Biotechnology (GOI) initiative with mandate to foster high-end research and innovation,2019-06-27
Thu Jun 27 03:43:21 +0000 2019,1144088802052464641,"@drvpsinghvet Hello, there is your unroll: Thread by @TuftsCIMAR: ""CIMAR Director Dr. Helen Boucher (@hboucher3) is in Washington today to testify to the House Committee on Oversight and […]"" #AntimicrobialResistance #amr https://t.co/5tD4oyEQe2
See you soon. 🤖","Vancouver, British Columbia","I'm here to help you read threads more easily. Reply to any tweet of a thread and mention me with the ""unroll"" keyword and I'll give you a link back 😀",2019-06-27
Thu Jun 27 03:38:29 +0000 2019,1144087578628505601,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…","Raleigh, NC",Fungi lover & bacteria explorer. PhD candidate. Sharing things I'm learning about!,2019-06-27
Thu Jun 27 03:31:51 +0000 2019,1144085910742433793,RT @CE4AMR: #CE4AMR19 day 2! Hearing how researchers engage with local #communities to tackle #AMR across the world. @GCRF @ahrcpress @Chan…,Stoke | Nicosia | Kortrijk,"Senior Lecturer @KeeleUniversity ethnographer working @KeeleMedSchool and @PCSciences #refugees #migration #globalhealth SFHEA, PI @Solace_Research #WeAreSolace",2019-06-27
Thu Jun 27 03:25:18 +0000 2019,1144084261525323776,RT @FSM_Fail: Good #WASH is important to the fight against #AMR. @FSM_Fail Co-Founder @Dani_Barrington is at #CE4AMR19 this week talking ab…,"Everywhere, Planet Earth","Lecturer in #WASH, @LeedsUniEng | Co-Founder, @FSM_Fail | Editor-in-Chief, @Journal_Hum_Eng @EWB_Australia | #MenstruationMatters #Participation",2019-06-27
Thu Jun 27 03:22:51 +0000 2019,1144083643054170112,"Good #WASH is important to the fight against #AMR. @FSM_Fail Co-Founder @Dani_Barrington is at #CE4AMR19 this week talking about participatory WASH research to improve wellbeing, and of course, the importance of admitting when things go wrong! #WASHTwitter @Changing_Story_ https://t.co/pGW9KBelJN",Global,"Help us create a culture of sharing when things go wrong in #WASH. Sign The Nakuru Accord. (Founders: @Dani_Barrington, @elshaylor & @BexSindall) #FSM",2019-06-27
Thu Jun 27 03:10:18 +0000 2019,1144080485737541632,RT @houstonliketxs: Great #IPAC journal club today led by @alicesim - using @chngin_the_wrld's story as an introduction to the merits/futur…,"Toronto, Ontario","Medical Director IPAC, University Health Network, Infectious Diseases, University of Toronto. Microbiome enthusiast. All opinions my own. #IDTwitter.",2019-06-27
Thu Jun 27 03:07:10 +0000 2019,1144079696948105216,RT @CE4AMR: #CE4AMR19 day 2! Hearing how researchers engage with local #communities to tackle #AMR across the world. @GCRF @ahrcpress @Chan…,"University of Leeds, UK",A Global Challenges Research Funded international team led by @UniversityLeeds to learn how at-risk young people remain resilient to mental health conditions.,2019-06-27
Thu Jun 27 03:06:06 +0000 2019,1144079430525960192,RT @CE4AMR: #CE4AMR19 day 2! Hearing how researchers engage with local #communities to tackle #AMR across the world. @GCRF @ahrcpress @Chan…,Worldwide,"@ahrcpress GCRF project exploring the building of inclusive civil societies with, and for, young people in post-conflict countries. Follows/RTs ≠ endorsements.",2019-06-27
Thu Jun 27 03:02:27 +0000 2019,1144078509410680832,RT @CE4AMR: #CE4AMR19 day 2! Hearing how researchers engage with local #communities to tackle #AMR across the world. @GCRF @ahrcpress @Chan…,Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-27
Thu Jun 27 03:00:15 +0000 2019,1144077957297844228,#CE4AMR19 day 2! Hearing how researchers engage with local #communities to tackle #AMR across the world. @GCRF @ahrcpress @Changing_Story_ @HERDIntl @NCIHD_Leeds @leedscwcdc,,"A network for researchers and practitioners using community engagement, to address antimicrobial resistance in LMICs. Funding: GCRF, AHRC, University of Leeds.",2019-06-27
Thu Jun 27 02:39:44 +0000 2019,1144072791865450496,"Today is World Microbiome Day! #MindyourMicrobes and prevent antibiotic resistance! Try a quiz to see how much you know about the human microbiome https://t.co/u6HNikRMfU
#AMR #PlanetaryHealth #OneHealth #AntibioticResistance #PublicHealth #SaveAntibiotics #AMS #Stewardship https://t.co/TJdveRY0VD","South Australia, Australia","SAAGAR was established in 2008 to champion antimicrobial stewardship in SA, with representation from all Local Health Networks, private hospitals & primary care",2019-06-27
